company,product,typename,inches,opsys,price_euros,resolution_width,resolution_height,aspect_ratio,resolution_type,touchscreen,cpu_manufacturer,cpu_model,cpu_clock_speed_GHz,ram_gb,storage_capacity1,storage_capacity2,storage_type1,storage_type2,weight_kg,gpu_brand,gpu_model,total_pixels
Dell,Latitude 3380,Notebook,13.3,Windows 10,849,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,500,0,HDD,None,1.65,Intel HD Graphics,520,1049088
Acer,TravelMate P238-M,Notebook,13.3,Windows 10,655,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,128,0,SSD,None,1.6,Intel HD Graphics,520,1049088
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,Windows 10,470.34,1366,768,1.778645833,Other,No,Intel,Pentium Quad Core N4200,1.1,4,1000,0,HDD,None,2.8,Nvidia GeForce,920,1049088
Dell,Inspiron 7559,Gaming,15.6,Windows 10,1099,3840,2160,1.777777778,IPS Panel Touchscreen,Yes,Intel,Core i7 6700HQ,2.6,16,128,1000,SSD,HDD,2.72,Nvidia GeForce GTX,960,8294400
Samsung,Notebook 9,Ultrabook,13.3,Windows 10,1599,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.31,Intel HD Graphics,620,2073600
Acer,Aspire A315-31,Notebook,15.6,Linux,298,1366,768,1.778645833,Other,No,Intel,Pentium Quad Core N4200,1.1,4,1000,0,HDD,None,2.1,Intel HD Graphics,505,1049088
Dell,Inspiron 5567,Notebook,15.6,Windows 10,1181.27,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,16,256,0,SSD,None,2.3,AMD Radeon R,7,2073600
Samsung,Notebook 9,2 in 1 Convertible,15,Windows 10,1799,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 7500U,2.7,16,256,0,SSD,None,1.71,AMD Radeon,540,2073600
Toshiba,Tecra A40-C-1E5,Notebook,14,Windows 10,1020,1366,768,1.778645833,IPS Panel,No,Intel,Core i5 6200U,2.3,4,128,0,SSD,None,1.75,Intel HD Graphics,520,1049088
Dell,Inspiron 7567,Gaming,15.6,Windows 10,1099,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,1000,0,HDD,None,2.62,Nvidia GeForce GTX,1050,2073600
HP,EliteBook 820,Ultrabook,12.5,Windows 10,1244,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,256,0,SSD,None,1.26,Intel HD Graphics,520,1049088
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Windows 10,839,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 7500U,2.7,12,2000,0,HDD,None,2.3,Nvidia GeForce,940,2073600
Lenovo,Thinkpad P50,Notebook,15.6,Windows 7,2370,3840,2160,1.777777778,K Ultra HD,No,Intel,Core i7 6820HQ,2.7,16,512,0,SSD,None,2.5,Nvidia Quadro M,2000,8294400
Acer,Swift 3,Notebook,14,Windows 10,636,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i3 7100U,2.4,4,128,0,SSD,None,1.8,Intel HD Graphics,620,2073600
Razer,Blade Pro,Gaming,14,Windows 10,2899,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,512,0,SSD,None,1.95,Nvidia GeForce GTX,1060,2073600
Asus,Vivobook Max,Notebook,15.6,Windows 10,581.9,1920,1080,1.777777778,Other,No,Intel,Pentium Dual Core N4200,1.1,8,128,0,SSD,None,2,Intel HD Graphics,505,2073600
Dell,Alienware 17,Gaming,17.3,Windows 10,3588.8,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,32,1000,1000,SSD,HDD,4.42,Nvidia GeForce GTX,1070,2073600
Asus,Rog G752VS-BA171T,Gaming,17.3,Windows 10,2350,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,16,256,1000,SSD,HDD,4.3,Nvidia GeForce GTX,1070,2073600
Toshiba,Tecra Z40-C-161,Ultrabook,14,Windows 10,1764,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6600U,2.6,16,512,0,SSD,None,1.47,Nvidia GeForce,930,2073600
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,No OS,329,1366,768,1.778645833,Other,No,Intel,Celeron Quad Core N3710,1.6,8,1000,0,HDD,None,2.2,Intel HD Graphics,405,1049088
Lenovo,ThinkPad T470s,Ultrabook,14,Windows 10,2299,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,16,512,0,SSD,None,1.7,Intel HD Graphics,620,2073600
MSI,GS43VR 7RE,Gaming,14,Windows 10,1891,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,1.6,Nvidia GeForce GTX,1060,2073600
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Windows 10,1089,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,128,1000,SSD,HDD,2.2,Nvidia GeForce GTX,1050,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,999,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,4,1000,0,HDD,None,2.4,Nvidia GeForce GTX,1050,2073600
Acer,Predator G9-793,Gaming,17.3,Windows 10,2299,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,4.2,Nvidia GeForce GTX,1060,2073600
Dell,Inspiron 7567,Gaming,15.6,Windows 10,985,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,256,0,SSD,None,2.62,Nvidia GeForce GTX,1050,2073600
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Windows 10,1339,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.24,Nvidia GeForce GTX,1060,2073600
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14,Windows 10,202.9,1920,1080,1.777777778,Other,No,Intel,Celeron Dual Core N3350,1.1,4,32,0,FlashStorage,None,1.22,Intel HD Graphics,500,2073600
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,1970,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 7500U,2.7,8,512,0,SSD,None,1.37,Intel HD Graphics,620,2073600
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Windows 10,959,1920,1080,1.777777778,Full HD,Yes,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.08,AMD Radeon R,7,2073600
Apple,"MacBook 12""",Ultrabook,12,Mac OS X,1165,2304,1440,1.6,IPS Panel Retina Display,No,Intel,Core M,1.2,8,512,0,FlashStorage,None,0.92,Intel HD Graphics,5300,3317760
Lenovo,ThinkPad X1,2 in 1 Convertible,14,Windows 10,2330,2560,1440,1.777777778,IPS Panel Touchscreen,Yes,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.42,Intel HD Graphics,620,3686400
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14,Windows 10,299,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,4,32,0,FlashStorage,None,1.63,Intel HD Graphics,500,1049088
Dell,Latitude 3580,Notebook,15.6,Windows 10,810,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,8,128,0,SSD,None,1.95,Intel HD Graphics,620,1049088
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Windows 10,1349,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.38,Intel HD Graphics,620,2073600
Dell,Vostro 5568,Notebook,15.6,Windows 10,739,1920,1080,1.777777778,Full HD,No,Intel,Core i3 6006U,2,8,256,0,SSD,None,2,AMD Radeon R,5,2073600
HP,ZBook 17,Workstation,15.6,Windows 10,2064.9,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,256,0,SSD,None,3.14,Nvidia Quadro M,2200,2073600
Asus,Pro P2540UA-XS51,Notebook,15.6,Windows 10,1099,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.37,Intel HD Graphics,620,2073600
Dell,XPS 13,Ultrabook,13.3,Windows 10,1499,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.29,Intel HD Graphics,620,2073600
Dell,XPS 15,Notebook,15.6,Windows 10,1749,3840,2160,1.777777778,K Ultra HD,Yes,Intel,Core i5 7300HQ,2.5,8,256,0,SSD,None,2.06,Nvidia GeForce GTX,1050,8294400
Dell,Latitude 3180,Netbook,11.6,Windows 10,744,1366,768,1.778645833,Other,No,Intel,Pentium Quad Core N4200,1.1,4,128,0,SSD,None,1.63,Intel HD Graphics,505,1049088
HP,EliteBook 820,Netbook,12.5,Windows 10,1389,1366,768,1.778645833,Other,No,Intel,Core i5 7300U,2.6,8,256,0,SSD,None,1.26,Intel HD Graphics,620,1049088
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,780,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,2.1,Intel HD Graphics,520,1049088
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,Windows 10,629,1366,768,1.778645833,Other,No,AMD,A12-Series 9700P,2.5,8,2000,0,HDD,None,2.04,AMD Radeon R,7,1049088
Dell,Inspiron 7567,Gaming,15.6,Windows 10,1679,3840,2160,1.777777778,K Ultra HD,No,Intel,Core i7 7700HQ,2.8,16,512,0,SSD,None,2.62,Nvidia GeForce GTX,1050,8294400
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Windows 10,609,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,1000,0,HDD,None,2.4,Nvidia GeForce,920,2073600
HP,Omen 17-an012dx,Gaming,17.3,Windows 10,1749,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,12,1000,0,HDD,None,3.74,AMD Radeon RX,580,2073600
MSI,GE72MVR 7RG,Gaming,17.3,Windows 10,2415,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,512,1000,SSD,HDD,2.9,Nvidia GeForce GTX,1070,2073600
Samsung,Notebook 9,Ultrabook,13.3,Windows 10,1499,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,0.81,Intel HD Graphics,620,2073600
Dell,Vostro 5568,Notebook,15.6,Windows 10,961,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,1000,0,HDD,None,1.98,Nvidia GeForce GT,940,2073600
Dell,Vostro 3568,Notebook,15.6,Windows 10,789.81,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.18,AMD Radeon R,5,2073600
Lenovo,Thinkpad T470s,Ultrabook,14,Windows 10,1859,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.32,Intel HD Graphics,620,2073600
Razer,Blade Stealth,Ultrabook,12.5,Windows 10,1799,3840,2160,1.777777778,IPS Panel,Yes,Intel,Core i7 7500U,2.5,16,512,0,SSD,None,1.29,Intel HD Graphics,620,8294400
HP,Chromebook 11,Netbook,11.6,Chrome OS,385,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3060,1.6,4,16,0,FlashStorage,None,1.23,Intel HD Graphics,400,1049088
Dell,Alienware 17,Gaming,17.3,Windows 10,2505.02,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,128,1000,SSD,HDD,4.36,Nvidia GeForce GTX,1060,2073600
Dell,Latitude 3480,Notebook,14,Windows 10,755,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,1.76,Intel HD Graphics,520,1049088
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Windows 10,489.9,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,500,0,HDD,None,2.1,Intel HD Graphics,520,1049088
Toshiba,Tecra X40-D-10Z,Ultrabook,14,Windows 10,1090,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,128,0,SSD,None,1.25,Intel HD Graphics,620,1049088
Lenovo,Thinkpad X1,Ultrabook,14,Windows 10,2499,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,512,0,SSD,None,1.13,Intel HD Graphics,620,2073600
MSI,GL62M 7RD,Gaming,15.6,Windows 10,1199,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,256,0,SSD,None,2.4,Nvidia GeForce GTX,1050,2073600
Lenovo,ThinkPad X1,Ultrabook,14,Windows 10,1875,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,FlashStorage,None,1.13,Intel HD Graphics,620,2073600
Toshiba,Satellite Pro,Notebook,14,Windows 10,499,1366,768,1.778645833,Other,No,Intel,Pentium Dual Core 4405U,2.1,4,128,0,SSD,None,1.75,Intel HD Graphics,510,1049088
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Windows 10,1358,1920,1080,1.777777778,Touchscreen,Yes,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.1,Intel HD Graphics,620,2073600
Dell,Latitude 3480,Notebook,14,Windows 10,585,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,500,0,HDD,None,1.76,Intel HD Graphics,520,1049088
Acer,Chromebook 11,Netbook,11.6,Chrome OS,355,1366,768,1.778645833,IPS Panel,No,Intel,Celeron Dual Core N3060,1.6,4,32,0,FlashStorage,None,1.35,Intel HD Graphics,400,1049088
Acer,Swift 3,Notebook,14,Windows 10,619,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i3 7100U,2.4,8,128,0,SSD,None,1.5,Intel HD Graphics,620,2073600
Razer,Blade Pro,Gaming,17.3,Windows 10,5499,3840,2160,1.777777778,K Ultra HD,Yes,Intel,Core i7 7820HK,2.9,32,512,0,SSD,None,3.49,Nvidia GeForce GTX,1080,8294400
Lenovo,Thinkpad X1,Ultrabook,14,Windows 10,2099,2560,1440,1.777777778,IPS Panel Quad HD,No,Intel,Core i7 6600U,2.6,16,512,0,SSD,None,1.1,Intel HD Graphics,520,3686400
Asus,VivoBook Max,Notebook,15.6,Linux,519,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,1000,0,HDD,None,2.1,Nvidia GeForce,920,2073600
Lenovo,Thinkpad T460,Notebook,14,Windows 10,1186,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.7,Intel HD Graphics,520,2073600
Lenovo,ThinkPad T470s,Notebook,14,Windows 10,1650,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7300U,2.6,8,256,0,SSD,None,1.32,Intel HD Graphics,620,2073600
Dell,Alienware 15,Gaming,15.6,Windows 10,2774.63,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,3.21,Nvidia GeForce GTX,1070,2073600
Asus,Rog GL702VS-BA023T,Gaming,17.3,Windows 10,2419,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,2.9,Nvidia GeForce GTX,1070,2073600
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,669,1366,768,1.778645833,Other,No,Intel,Core i3 7100U,2.4,4,500,0,HDD,None,2,Intel HD Graphics,620,1049088
Lenovo,N42-20 Chromebook,Notebook,14,Chrome OS,325,1366,768,1.778645833,Other,No,Intel,Celeron Quad Core N3160,1.6,4,16,0,FlashStorage,None,1.5,Intel HD Graphics,400,1049088
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Windows 10,590,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,128,0,HDD,None,2.3,Intel HD Graphics,620,2073600
Asus,Rog GL702VM-GC017T,Gaming,17.3,Windows 10,1799,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6700HQ,2.6,16,512,1000,SSD,HDD,2.73,Nvidia GeForce GTX,1060,2073600
Dell,Alienware 17,Gaming,17.3,Windows 10,3072.89,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,32,512,1000,SSD,HDD,4.42,Nvidia GeForce GTX,1070,2073600
HP,ProBook 470,Notebook,17.3,Windows 10,910,1600,900,1.777777778,Other,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.63,Nvidia GeForce,930,1440000
Dell,Vostro 3568,Notebook,15.6,Windows 10,713.99,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,8,128,0,SSD,None,2.18,Intel HD Graphics,620,1049088
HP,EliteBook 840,Ultrabook,14,Windows 7,1870,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,8,512,0,SSD,None,1.54,Intel HD Graphics,520,2073600
Dell,Vostro 3568,Notebook,15.6,Windows 10,739,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,4,256,0,SSD,None,2.18,AMD Radeon R,5,2073600
HP,Chromebook X360,2 in 1 Convertible,11.6,Chrome OS,615,1366,768,1.778645833,Touchscreen,Yes,Intel,Celeron Dual Core N3350,1.1,4,32,0,FlashStorage,None,1.4,Intel HD Graphics,500,1049088
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,Windows 10,1026,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 6200U,2.3,8,512,0,SSD,None,1.45,Nvidia GeForce,940,2073600
HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,2277,1920,1080,1.777777778,Full HD,Yes,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.28,Intel HD Graphics,620,2073600
HP,EliteBook 840,Ultrabook,14,Windows 10,1468,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,8,512,0,SSD,None,1.54,Intel HD Graphics,520,2073600
HP,250 G6,Notebook,15.6,No OS,299,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3060,1.6,4,128,0,SSD,None,1.86,Intel HD Graphics,400,1049088
Asus,Rog GL502VM-DS74,Gaming,15.6,Windows 10,1899,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,128,1000,SSD,HDD,2.1,Nvidia GeForce GTX,1060,2073600
Dell,Inspiron 5767,Notebook,17.3,Linux,865,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,1000,0,HDD,None,2.83,AMD Radeon R,7,2073600
Lenovo,ThinkPad T470p,Ultrabook,14,Windows 10,1903,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,256,0,SSD,None,1.96,Nvidia GeForce GT,940,2073600
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,Windows 10,787,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,2.3,Nvidia GeForce GTX,930,2073600
Dell,Latitude 5580,Notebook,15.6,Windows 10,945,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,128,0,SSD,None,1.9,Intel HD Graphics,620,2073600
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,Windows 10,449,1366,768,1.778645833,Other,No,Intel,Pentium Quad Core N4200,1.1,4,1000,0,HDD,None,2,Intel HD Graphics,505,1049088
HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,2559,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 7600U,2.8,8,256,0,SSD,None,1.28,Intel HD Graphics,620,2073600
Dell,Inspiron 5368,Notebook,13.3,Windows 10,649,1920,1080,1.777777778,Full HD,Yes,Intel,Core i5 6200U,2.3,8,1000,0,HDD,None,1.62,Intel HD Graphics,520,2073600
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,No OS,469,1920,1080,1.777777778,Full HD,No,Intel,Core i3 6006U,2,4,1000,0,HDD,None,2.2,Intel HD Graphics,520,2073600
Lenovo,ThinkPad E570,Notebook,15.6,Windows 10,850.66,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.3,Intel HD Graphics,620,2073600
HP,EliteBook 850,Notebook,15.6,Windows 10,1349,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300U,2.6,8,256,0,SSD,None,1.84,AMD Radeon R,7,2073600
Toshiba,Portege X30-D-10X,Notebook,13.3,Windows 10,1285,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,128,0,SSD,None,1.05,Intel HD Graphics,620,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,1017,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,8,1000,0,HDD,None,2.5,Nvidia GeForce GTX,1050,2073600
Dell,XPS 13,Ultrabook,13.3,Windows 10,2240,3200,1800,1.777777778,Quad HD,Yes,Intel,Core i7 7660U,2.5,16,512,0,SSD,None,1.29,Intel Iris Plus Graphics,640,5760000
HP,Probook 450,Notebook,15.6,Windows 10,910,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,2.07,Intel HD Graphics,520,2073600
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,Windows 10,1095,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.2,Intel HD Graphics,520,1049088
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,1950,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.37,Intel HD Graphics,620,2073600
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14,Windows 10,902,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.56,Intel HD Graphics,620,2073600
Dell,Precision 3520,Workstation,15.6,Windows 10,1778,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,1000,0,HDD,None,2.23,Nvidia Quadro M,620,2073600
Lenovo,ThinkPad L570,Notebook,15.6,Windows 10,1055,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,2.38,Intel HD Graphics,620,1049088
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,No OS,479,1920,1080,1.777777778,Full HD,No,Intel,Core i3 6006U,2,4,1000,0,HDD,None,2.2,AMD Radeon R,5,2073600
Toshiba,Tecra A50-D-11D,Notebook,15.6,Windows 10,1388,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,2,Intel HD Graphics,620,2073600
Lenovo,Thinkpad 13,Notebook,13.3,Windows 10,735,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i3 7100U,2.4,4,180,0,SSD,None,1.44,Intel HD Graphics,620,2073600
Samsung,Notebook 9,Ultrabook,15,Windows 10,1849,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,16,256,0,SSD,None,1.23,Nvidia GeForce,940,2073600
Dell,Latitude 7280,Ultrabook,12.5,Windows 10,1690,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7600U,2.8,8,256,0,SSD,None,1.6,Intel HD Graphics,620,2073600
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,Linux,398.99,1366,768,1.778645833,Other,No,Intel,Pentium Quad Core N4200,1.1,4,1000,0,HDD,None,2,Intel HD Graphics,505,1049088
Xiaomi,Mi Notebook,Ultrabook,13.3,Windows 10,935,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.28,Nvidia GeForce,940,2073600
Dell,Vostro 5568,Notebook,15.6,Windows 10,912.5,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,128,1000,SSD,HDD,2.18,Nvidia GeForce,940,2073600
HP,ProBook 450,Notebook,15.6,Windows 10,839,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,256,0,SSD,None,2.04,Intel HD Graphics,620,2073600
HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,1700,1920,1080,1.777777778,Full HD,Yes,Intel,Core i5 7200U,2.5,4,256,0,SSD,None,1.28,Intel HD Graphics,620,2073600
HP,Pavilion x360,2 in 1 Convertible,15.6,Windows 10,684.8,1366,768,1.778645833,Touchscreen,Yes,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,2.3,Intel HD Graphics,620,1049088
Asus,VivoBook L402NA,Notebook,14.1,Windows 10,348,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,4,32,0,FlashStorage,None,1.65,Intel HD Graphics,500,1049088
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,Windows 10,669,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6500U,2.5,8,1000,0,HDD,None,2.2,Nvidia GeForce,940,2073600
Dell,Inspiron 3552,Notebook,15.6,Windows 10,369,1366,768,1.778645833,Other,No,Intel,Pentium Quad Core N3710,1.6,4,500,0,HDD,None,2.2,,,1049088
HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,1799,1920,1080,1.777777778,Full HD,Yes,Intel,Core i5 7200U,2.5,4,256,0,SSD,None,1.28,Intel HD Graphics,620,2073600
Dell,Vostro 3568,Notebook,15.6,Linux,455.7,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,1000,0,HDD,None,2.18,AMD Radeon R,5,1049088
Asus,Rog GL753VD-GC082T,Gaming,17.3,Windows 10,1369.9,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,12,128,1000,SSD,HDD,2.2,Nvidia GeForce GTX,1050,2073600
Acer,Chromebook C731-C78G,Netbook,11.6,Chrome OS,297,1366,768,1.778645833,IPS Panel,No,Intel,Celeron Dual Core N3060,1.6,4,32,0,FlashStorage,None,1.25,Intel HD Graphics,400,1049088
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,Windows 10,379,1600,900,1.777777778,Other,No,AMD,A4-Series 7210,2.2,4,500,0,HDD,None,2.8,AMD Radeon R,3,1440000
HP,Probook 640,Notebook,14,Windows 10,1265,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,128,0,SSD,None,1.95,Intel HD Graphics,620,2073600
HP,Envy x360,2 in 1 Convertible,13.3,Windows 10,1399,3200,1800,1.777777778,Quad HD,Yes,Intel,Core i7 7500U,2.7,16,256,0,SSD,None,1.42,Intel HD Graphics,620,5760000
Samsung,Notebook 9,Ultrabook,15,Windows 10,1699,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.17,Intel HD Graphics,620,2073600
Lenovo,ThinkPad T470s,Ultrabook,14,Windows 10,1799,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.32,Intel HD Graphics,620,2073600
MSI,GS73VR Stealth,Gaming,17.3,Windows 10,2649,3840,2160,1.777777778,IPS Panel,No,Intel,Core i7 6700HQ,2.6,16,512,2000,SSD,HDD,2.43,Nvidia GeForce GTX,1060,8294400
